STATE/UT,Year,CRIME,Boys 7-12 Years,Girls 7-12 Years,Boys 12-16 Years,Girls 12-16 Years,Boys 16-18 Years,Girls 16-18 Years,Total for boys all Age Groups,Total for girls all Age Groups,Grand total
Daman & Diu,2011,Auto Theft,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Other Theft,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Riots,0,0,1,0,5,0,6,0,6
Daman & Diu,2011,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Cheating,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Counterfeiting,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Arson,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Hurt/Grevious Hurt,0,0,0,0,1,0,1,0,1
Daman & Diu,2011,Dowry Deaths,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Causing death by negligence,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Total IPC Crimes,0,0,1,0,13,0,14,0,14
Daman & Diu,2012,Murder,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Rape,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Custodial Rape,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Other Rape,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,K & A of others,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Dacoity,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Robbery,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Burglary,0,0,0,0,6,0,6,0,6
Daman & Diu,2012,Theft,0,0,0,0,2,0,2,0,2
Daman & Diu,2012,Auto Theft,0,0,0,0,1,0,1,0,1
Daman & Diu,2012,Other Theft,0,0,0,0,1,0,1,0,1
Daman & Diu,2012,Riots,0,0,0,0,1,0,1,0,1
Daman & Diu,2012,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Cheating,0,0,0,0,1,0,1,0,1
Daman & Diu,2012,Counterfeiting,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Arson,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Dowry Deaths,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Causing death by negligence,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Total IPC Crimes,0,0,0,0,10,0,10,0,10
Daman & Diu,2013,Murder,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Rape,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Custodial Rape,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Other Rape,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Kidnapping & Abduction,0,0,1,0,0,0,1,0,1
Daman & Diu,2013,K & A of Women and Girls,0,0,1,0,0,0,1,0,1
Daman & Diu,2013,K & A of others,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Dacoity,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Robbery,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Burglary,0,0,4,0,1,0,5,0,5
Daman & Diu,2013,Theft,0,0,3,0,1,0,4,0,4
Daman & Diu,2013,Auto Theft,0,0,2,0,1,0,3,0,3
Daman & Diu,2013,Other Theft,0,0,1,0,0,0,1,0,1
Daman & Diu,2013,Riots,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Cheating,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Counterfeiting,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Arson,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Hurt/Grevious Hurt,0,0,1,0,0,0,1,0,1
Daman & Diu,2013,Dowry Deaths,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Assault on Women wih intent to outrage her Modesty,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Cruelty by Husband or his Relatives,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Importation of girls from Foreign Countries,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Causing death by negligence,0,0,1,0,0,0,1,0,1
Daman & Diu,2013,Other IPC Crimes,0,0,1,0,1,0,2,0,2
Daman & Diu,2013,Total IPC Crimes,0,0,11,0,3,0,14,0,14
Delhi,2013,Murder,1,0,22,0,53,0,76,0,76
Delhi,2013,Attempt to Commit Murder,0,0,31,1,35,0,66,1,67
Delhi,2013,C H Not amounting to Murder,1,0,2,0,2,0,5,0,5
Delhi,2013,Rape,4,0,79,0,79,1,162,1,163
Delhi,2013,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi,2013,Other Rape,4,0,79,0,79,1,162,1,163
Delhi,2013,Kidnapping & Abduction,1,0,18,2,44,0,63,2,65
Delhi,2013,K & A of Women and Girls,1,0,15,0,42,0,58,0,58
Delhi,2013,K & A of others,0,0,3,2,2,0,5,2,7
Delhi,2013,Dacoity,0,0,0,0,7,0,7,0,7
Delhi,2013,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Delhi,2013,Robbery,1,0,95,0,124,0,220,0,220
Delhi,2013,Burglary,3,0,58,1,82,0,143,1,144
Delhi,2013,Theft,15,6,267,5,270,1,552,12,564
Delhi,2013,Auto Theft,1,0,88,0,104,0,193,0,193
Delhi,2013,Other Theft,14,6,179,5,166,1,359,12,371
Delhi,2013,Riots,0,0,0,1,3,2,3,3,6
Delhi,2013,Criminal Breach of Trust,0,0,1,0,0,0,1,0,1
Delhi,2013,Cheating,0,0,3,0,2,0,5,0,5
Delhi,2013,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi,2013,Arson,0,0,0,0,0,0,0,0,0
Delhi,2013,Hurt/Grevious Hurt,4,0,38,0,64,0,106,0,106
Delhi,2013,Dowry Deaths,0,0,0,0,0,0,0,0,0
Delhi,2013,Assault on Women wih intent to outrage her Modesty,1,0,49,0,101,0,151,0,151
Delhi,2013,Insult to Modesty of Women,0,0,9,0,14,0,23,0,23
Delhi,2013,Cruelty by Husband or his Relatives,0,0,0,0,0,0,0,0,0
Delhi,2013,Importation of girls from Foreign Countries,0,0,0,0,0,0,0,0,0
Delhi,2013,Causing death by negligence,0,0,0,0,2,0,2,0,2
Delhi,2013,Other IPC Crimes,13,1,203,0,263,2,479,3,482
Delhi,2013,Total IPC Crimes,44,7,875,10,1145,6,2064,23,2087
Delhi UT,2001,Murder,1,0,2,0,38,1,41,1,42
Delhi UT,2001,Attempt to Commit Murder,0,0,4,0,10,1,14,1,15
Delhi UT,2001,C H Not amounting to Murder,1,0,0,0,2,0,3,0,3
Delhi UT,2001,Rape,2,0,7,0,16,0,25,0,25
Delhi UT,2001,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2001,Other Rape,2,0,7,0,16,0,25,0,25
Delhi UT,2001,Kidnapping & Abduction,0,0,1,0,10,2,11,2,13
Delhi UT,2001,K & A of Women and Girls,0,0,1,0,4,2,5,2,7
Delhi UT,2001,K & A of others,0,0,0,0,6,0,6,0,6
Delhi UT,2001,Dacoity,0,0,0,0,1,0,1,0,1
Delhi UT,2001,Preparation & Assembly for Dacoity,0,0,0,0,4,0,4,0,4
Delhi UT,2001,Robbery,3,0,3,0,13,0,19,0,19
Delhi UT,2001,Burglary,2,0,33,0,50,1,85,1,86
Delhi UT,2001,Theft,14,3,76,3,227,3,317,9,326
Delhi UT,2001,Auto Theft,0,0,17,0,42,0,59,0,59
Delhi UT,2001,Other Theft,14,3,59,3,185,3,258,9,267
Delhi UT,2001,Riots,0,0,3,2,15,1,18,3,21
Delhi UT,2001,Criminal Breach of Trust,1,0,0,0,0,0,1,0,1
Delhi UT,2001,Cheating,0,0,0,0,7,3,7,3,10
Delhi UT,2001,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2001,Arson,0,0,0,0,0,0,0,0,0
Delhi UT,2001,Hurt/Grevious Hurt,0,0,11,0,45,0,56,0,56
Delhi UT,2001,Dowry Deaths,0,0,0,1,2,0,2,1,3
Delhi UT,2001,Assault on Women wih intent to outrage h,0,0,11,0,13,0,24,0,24
Delhi UT,2001,Insult to Modesty of Women,0,0,0,0,1,0,1,0,1
Delhi UT,2001,Cruelty by Husband or Relatives,0,0,0,0,1,3,1,3,4
Delhi UT,2001,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2001,Causing death by negligence,0,0,1,0,1,0,2,0,2
Delhi UT,2001,Other IPC Crimes,30,0,122,4,0,4,152,8,160
Delhi UT,2001,Total IPC Crimes,54,3,274,10,456,19,784,32,816
Delhi UT,2002,Murder,4,0,11,0,19,1,34,1,35
Delhi UT,2002,Attempt to Commit Murder,0,0,6,0,6,0,12,0,12
Delhi UT,2002,C H Not amounting to Murder,0,0,0,0,4,0,4,0,4
Delhi UT,2002,Rape,0,0,14,0,16,0,30,0,30
Delhi UT,2002,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2002,Other Rape,0,0,14,0,16,0,30,0,30
Delhi UT,2002,Kidnapping & Abduction,0,0,2,1,4,2,6,3,9
Delhi UT,2002,K & A of Women and Girls,0,0,2,0,1,1,3,1,4
Delhi UT,2002,K & A of others,0,0,0,1,3,1,3,2,5
Delhi UT,2002,Dacoity,0,0,0,0,1,0,1,0,1
Delhi UT,2002,Preparation & Assembly for Dacoity,0,0,0,0,3,0,3,0,3
Delhi UT,2002,Robbery,0,0,12,0,25,0,37,0,37
Delhi UT,2002,Burglary,4,0,90,0,29,0,123,0,123
Delhi UT,2002,Theft,25,2,175,0,327,3,527,5,532
Delhi UT,2002,Auto Theft,3,0,32,0,36,0,71,0,71
Delhi UT,2002,Other Theft,22,2,143,0,291,3,456,5,461
Delhi UT,2002,Riots,0,0,27,0,4,0,31,0,31
Delhi UT,2002,Criminal Breach of Trust,0,0,0,0,4,0,4,0,4
Delhi UT,2002,Cheating,1,1,9,0,11,0,21,1,22
Delhi UT,2002,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2002,Arson,0,0,0,0,1,0,1,0,1
Delhi UT,2002,Hurt/Grevious Hurt,0,0,24,0,38,2,62,2,64
Delhi UT,2002,Dowry Deaths,0,0,2,1,0,0,2,1,3
Delhi UT,2002,Assault on Women wih intent to outrage h,0,0,7,0,10,1,17,1,18
Delhi UT,2002,Insult to Modesty of Women,0,0,2,0,2,0,4,0,4
Delhi UT,2002,Cruelty by Husband or Relatives,0,0,0,0,1,3,1,3,4
Delhi UT,2002,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2002,Causing death by negligence,0,0,0,0,0,0,0,0,0
Delhi UT,2002,Other IPC Crimes,2,2,82,4,69,8,153,14,167
Delhi UT,2002,Total IPC Crimes,36,5,463,6,574,20,1073,31,1104
Delhi UT,2003,Murder,0,0,23,3,22,0,45,3,48
Delhi UT,2003,Attempt to Commit Murder,0,0,9,0,9,0,18,0,18
Delhi UT,2003,C H Not amounting to Murder,0,0,1,0,0,0,1,0,1
Delhi UT,2003,Rape,0,0,18,0,6,0,24,0,24
Delhi UT,2003,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2003,Other Rape,0,0,18,0,6,0,24,0,24
Delhi UT,2003,Kidnapping & Abduction,0,0,0,1,10,0,10,1,11
Delhi UT,2003,K & A of Women and Girls,0,0,0,1,8,0,8,1,9
Delhi UT,2003,K & A of others,0,0,0,0,2,0,2,0,2
Delhi UT,2003,Dacoity,0,0,0,0,5,0,5,0,5
Delhi UT,2003,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Delhi UT,2003,Robbery,0,0,3,0,21,0,24,0,24
Delhi UT,2003,Burglary,0,0,57,0,50,0,107,0,107
Delhi UT,2003,Theft,16,1,113,1,136,2,265,4,269
Delhi UT,2003,Auto Theft,0,0,20,0,21,0,41,0,41
Delhi UT,2003,Other Theft,16,1,93,1,115,2,224,4,228
Delhi UT,2003,Riots,0,0,0,0,0,0,0,0,0
Delhi UT,2003,Criminal Breach of Trust,0,0,2,0,1,0,3,0,3
Delhi UT,2003,Cheating,0,0,4,0,9,0,13,0,13
Delhi UT,2003,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2003,Arson,0,0,0,0,0,0,0,0,0
Delhi UT,2003,Hurt/Grevious Hurt,0,0,14,0,39,0,53,0,53
Delhi UT,2003,Dowry Deaths,0,0,0,0,0,0,0,0,0
Delhi UT,2003,Assault on Women wih intent to outrage h,0,0,6,0,5,0,11,0,11
Delhi UT,2003,Insult to Modesty of Women,0,0,0,0,1,0,1,0,1
Delhi UT,2003,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Delhi UT,2003,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2003,Causing death by negligence,0,0,0,0,0,0,0,0,0
Delhi UT,2003,Other IPC Crimes,0,0,49,1,95,12,144,13,157
Delhi UT,2003,Total IPC Crimes,16,1,299,6,409,14,724,21,745
Delhi UT,2004,Murder,0,0,12,0,24,0,36,0,36
Delhi UT,2004,Attempt to Commit Murder,0,0,4,0,11,0,15,0,15
Delhi UT,2004,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Delhi UT,2004,Rape,0,0,29,0,43,0,72,0,72
Delhi UT,2004,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2004,Other Rape,0,0,29,0,43,0,72,0,72
Delhi UT,2004,Kidnapping & Abduction,0,0,0,0,29,1,29,1,30
Delhi UT,2004,K & A of Women and Girls,0,0,0,0,27,0,27,0,27
Delhi UT,2004,K & A of others,0,0,0,0,2,1,2,1,3
Delhi UT,2004,Dacoity,0,0,0,0,3,0,3,0,3
Delhi UT,2004,Preparation & Assembly for Dacoity,0,0,0,0,2,0,2,0,2
Delhi UT,2004,Robbery,0,0,0,0,24,0,24,0,24
Delhi UT,2004,Burglary,19,0,18,0,72,2,109,2,111
Delhi UT,2004,Theft,19,2,98,0,154,0,271,2,273
Delhi UT,2004,Auto Theft,0,0,40,0,55,0,95,0,95
Delhi UT,2004,Other Theft,19,2,58,0,99,0,176,2,178
Delhi UT,2004,Riots,0,0,0,0,4,0,4,0,4
Delhi UT,2004,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Delhi UT,2004,Cheating,0,0,0,0,11,0,11,0,11
Delhi UT,2004,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2004,Arson,0,0,0,0,0,0,0,0,0
Delhi UT,2004,Hurt/Grevious Hurt,0,0,14,0,29,2,43,2,45
Delhi UT,2004,Dowry Deaths,0,0,0,0,0,1,0,1,1
Delhi UT,2004,Assault on Women wih intent to outrage h,0,0,6,0,19,0,25,0,25
Delhi UT,2004,Insult to Modesty of Women,0,0,0,0,4,0,4,0,4
Delhi UT,2004,Cruelty by Husband or Relatives,0,0,0,0,0,5,0,5,5
Delhi UT,2004,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2004,Causing death by negligence,0,0,0,0,2,0,2,0,2
Delhi UT,2004,Other IPC Crimes,0,0,78,0,123,3,201,3,204
Delhi UT,2004,Total IPC Crimes,38,2,259,0,554,14,851,16,867
Delhi UT,2005,Murder,0,0,12,0,24,0,36,0,36
Delhi UT,2005,Attempt to Commit Murder,0,0,12,0,11,0,23,0,23
Delhi UT,2005,C H Not amounting to Murder,0,0,1,0,4,0,5,0,5
Delhi UT,2005,Rape,3,0,28,0,35,0,66,0,66
Delhi UT,2005,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2005,Other Rape,3,0,28,0,35,0,66,0,66
Delhi UT,2005,Kidnapping & Abduction,0,0,7,0,21,0,28,0,28
Delhi UT,2005,K & A of Women and Girls,0,0,5,0,7,0,12,0,12
Delhi UT,2005,K & A of others,0,0,2,0,14,0,16,0,16
Delhi UT,2005,Dacoity,0,0,0,0,0,0,0,0,0
Delhi UT,2005,Preparation & Assembly for Dacoity,0,0,0,0,6,0,6,0,6
Delhi UT,2005,Robbery,1,0,23,0,19,0,43,0,43
Delhi UT,2005,Burglary,2,0,19,0,53,0,74,0,74
Delhi UT,2005,Theft,7,3,105,4,95,0,207,7,214
Delhi UT,2005,Auto Theft,2,0,34,0,34,0,70,0,70
Delhi UT,2005,Other Theft,5,3,71,4,61,0,137,7,144
Delhi UT,2005,Riots,0,0,0,0,9,0,9,0,9
Delhi UT,2005,Criminal Breach of Trust,0,0,0,0,2,0,2,0,2
Delhi UT,2005,Cheating,0,0,1,0,3,0,4,0,4
Delhi UT,2005,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2005,Arson,0,0,0,0,0,0,0,0,0
Delhi UT,2005,Hurt/Grevious Hurt,0,0,14,0,43,1,57,1,58
Delhi UT,2005,Dowry Deaths,0,2,4,2,4,0,8,4,12
Delhi UT,2005,Assault on Women wih intent to outrage h,1,2,29,2,54,0,84,4,88
Delhi UT,2005,Insult to Modesty of Women,0,0,1,0,12,0,13,0,13
Delhi UT,2005,Cruelty by Husband or Relatives,0,0,0,0,1,1,1,1,2
Delhi UT,2005,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2005,Causing death by negligence,0,0,0,0,0,0,0,0,0
Delhi UT,2005,Other IPC Crimes,9,0,57,4,346,20,412,24,436
Delhi UT,2005,Total IPC Crimes,23,7,313,12,742,22,1078,41,1119
Delhi UT,2006,Murder,0,0,8,0,12,0,20,0,20
Delhi UT,2006,Attempt to Commit Murder,0,0,9,0,17,0,26,0,26
Delhi UT,2006,C H Not amounting to Murder,0,0,1,0,5,0,6,0,6
Delhi UT,2006,Rape,2,0,19,0,29,0,50,0,50
Delhi UT,2006,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2006,Other Rape,2,0,19,0,29,0,50,0,50
Delhi UT,2006,Kidnapping & Abduction,0,0,9,4,21,6,30,10,40
Delhi UT,2006,K & A of Women and Girls,0,0,2,2,12,4,14,6,20
Delhi UT,2006,K & A of others,0,0,7,2,9,2,16,4,20
Delhi UT,2006,Dacoity,0,0,0,0,0,0,0,0,0
Delhi UT,2006,Preparation & Assembly for Dacoity,0,0,0,0,12,0,12,0,12
Delhi UT,2006,Robbery,0,0,15,0,50,0,65,0,65
Delhi UT,2006,Burglary,4,0,68,0,33,0,105,0,105
Delhi UT,2006,Theft,11,0,101,0,142,2,254,2,256
Delhi UT,2006,Auto Theft,0,0,30,0,57,0,87,0,87
Delhi UT,2006,Other Theft,11,0,71,0,85,2,167,2,169
Delhi UT,2006,Riots,0,0,4,0,62,0,66,0,66
Delhi UT,2006,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Delhi UT,2006,Cheating,0,0,1,0,3,0,4,0,4
Delhi UT,2006,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2006,Arson,0,0,0,0,0,0,0,0,0
Delhi UT,2006,Hurt/Grevious Hurt,0,0,35,0,74,2,109,2,111
Delhi UT,2006,Dowry Deaths,0,0,0,0,2,1,2,1,3
Delhi UT,2006,Assault on Women wih intent to outrage h,0,0,7,1,37,0,44,1,45
Delhi UT,2006,Insult to Modesty of Women,0,0,3,0,9,0,12,0,12
Delhi UT,2006,Cruelty by Husband or Relatives,0,0,0,0,1,5,1,5,6
Delhi UT,2006,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2006,Causing death by negligence,0,0,0,0,0,0,0,0,0
Delhi UT,2006,Other IPC Crimes,9,0,113,24,304,20,426,44,470
Delhi UT,2006,Total IPC Crimes,26,0,393,29,813,36,1232,65,1297
Delhi UT,2007,Murder,0,0,8,1,15,1,23,2,25
Delhi UT,2007,Attempt to Commit Murder,0,0,4,2,12,2,16,4,20
Delhi UT,2007,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Delhi UT,2007,Rape,2,0,9,1,18,1,29,2,31
Delhi UT,2007,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2007,Other Rape,2,0,9,1,18,1,29,2,31
Delhi UT,2007,Kidnapping & Abduction,1,0,2,0,3,0,6,0,6
Delhi UT,2007,K & A of Women and Girls,1,0,1,0,3,0,5,0,5
Delhi UT,2007,K & A of others,0,0,1,0,0,0,1,0,1
Delhi UT,2007,Dacoity,0,0,0,0,2,0,2,0,2
Delhi UT,2007,Preparation & Assembly for Dacoity,0,0,0,0,6,0,6,0,6
Delhi UT,2007,Robbery,1,0,8,0,24,0,33,0,33
Delhi UT,2007,Burglary,2,0,33,0,56,6,91,6,97
Delhi UT,2007,Theft,15,0,123,0,192,4,330,4,334
Delhi UT,2007,Auto Theft,0,0,19,0,30,0,49,0,49
Delhi UT,2007,Other Theft,15,0,104,0,162,4,281,4,285
Delhi UT,2007,Riots,0,0,2,0,21,0,23,0,23
Delhi UT,2007,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Delhi UT,2007,Cheating,0,0,3,0,8,2,11,2,13
Delhi UT,2007,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2007,Arson,0,0,0,0,0,0,0,0,0
Delhi UT,2007,Hurt/Grevious Hurt,0,0,18,0,28,1,46,1,47
Delhi UT,2007,Dowry Deaths,0,0,0,0,0,0,0,0,0
Delhi UT,2007,Assault on Women wih intent to outrage h,0,0,5,0,12,0,17,0,17
Delhi UT,2007,Insult to Modesty of Women,0,0,0,0,2,0,2,0,2
Delhi UT,2007,Cruelty by Husband or Relatives,0,0,0,0,6,8,6,8,14
Delhi UT,2007,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2007,Causing death by negligence,0,0,2,0,0,0,2,0,2
Delhi UT,2007,Other IPC Crimes,4,0,56,2,98,4,158,6,164
Delhi UT,2007,Total IPC Crimes,25,0,273,6,503,29,801,35,836
Delhi UT,2008,Murder,2,0,15,0,18,0,35,0,35
Delhi UT,2008,Attempt to Commit Murder,1,0,13,0,13,0,27,0,27
Delhi UT,2008,C H Not amounting to Murder,0,0,1,0,2,0,3,0,3
Delhi UT,2008,Rape,1,0,11,1,11,0,23,1,24
Delhi UT,2008,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2008,Other Rape,1,0,11,1,11,0,23,1,24
Delhi UT,2008,Kidnapping & Abduction,0,0,5,1,7,2,12,3,15
Delhi UT,2008,K & A of Women and Girls,0,0,5,1,7,2,12,3,15
Delhi UT,2008,K & A of others,0,0,0,0,0,0,0,0,0
Delhi UT,2008,Dacoity,0,0,2,0,2,0,4,0,4
Delhi UT,2008,Preparation & Assembly for Dacoity,0,0,0,0,7,0,7,0,7
Delhi UT,2008,Robbery,2,0,21,0,27,0,50,0,50
Delhi UT,2008,Burglary,1,0,38,0,20,0,59,0,59
Delhi UT,2008,Theft,1,0,68,1,74,0,143,1,144
Delhi UT,2008,Auto Theft,0,0,24,0,40,0,64,0,64
Delhi UT,2008,Other Theft,1,0,44,1,34,0,79,1,80
Delhi UT,2008,Riots,0,0,2,0,1,0,3,0,3
Delhi UT,2008,Criminal Breach of Trust,0,0,0,0,1,0,1,0,1
Delhi UT,2008,Cheating,0,0,1,0,4,2,5,2,7
Delhi UT,2008,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2008,Arson,0,0,1,0,1,0,2,0,2
Delhi UT,2008,Hurt/Grevious Hurt,0,0,9,0,17,0,26,0,26
Delhi UT,2008,Dowry Deaths,0,0,0,0,3,1,3,1,4
Delhi UT,2008,Assault on Women wih intent to outrage h,0,0,1,0,4,0,5,0,5
Delhi UT,2008,Insult to Modesty of Women,0,0,0,0,1,0,1,0,1
Delhi UT,2008,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Delhi UT,2008,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2008,Causing death by negligence,0,0,1,0,0,0,1,0,1
Delhi UT,2008,Other IPC Crimes,1,0,50,0,51,0,102,0,102
Delhi UT,2008,Total IPC Crimes,9,0,239,3,264,5,512,8,520
Delhi UT,2009,Murder,4,0,15,0,53,0,72,0,72
Delhi UT,2009,Attempt to Commit Murder,0,0,9,0,27,0,36,0,36
Delhi UT,2009,C H Not amounting to Murder,0,0,3,0,4,0,7,0,7
Delhi UT,2009,Rape,0,0,13,0,18,0,31,0,31
Delhi UT,2009,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2009,Other Rape,0,0,13,0,18,0,31,0,31
Delhi UT,2009,Kidnapping & Abduction,0,0,1,1,12,0,13,1,14
Delhi UT,2009,K & A of Women and Girls,0,0,1,1,12,0,13,1,14
Delhi UT,2009,K & A of others,0,0,0,0,0,0,0,0,0
Delhi UT,2009,Dacoity,0,0,2,0,4,0,6,0,6
Delhi UT,2009,Preparation & Assembly for Dacoity,0,0,0,0,1,0,1,0,1
Delhi UT,2009,Robbery,0,0,13,0,35,0,48,0,48
Delhi UT,2009,Burglary,3,0,17,0,22,0,42,0,42
Delhi UT,2009,Theft,14,2,46,1,102,0,162,3,165
Delhi UT,2009,Auto Theft,1,0,17,0,43,0,61,0,61
Delhi UT,2009,Other Theft,13,2,29,1,59,0,101,3,104
Delhi UT,2009,Riots,0,0,2,0,3,0,5,0,5
Delhi UT,2009,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Delhi UT,2009,Cheating,0,0,2,0,2,0,4,0,4
Delhi UT,2009,Counterfeiting,0,0,0,0,1,0,1,0,1
Delhi UT,2009,Arson,0,0,0,0,0,0,0,0,0
Delhi UT,2009,Hurt/Grevious Hurt,1,0,20,1,42,0,63,1,64
Delhi UT,2009,Dowry Deaths,0,0,0,0,0,0,0,0,0
Delhi UT,2009,Assault on Women wih intent to outrage h,0,0,2,0,5,0,7,0,7
Delhi UT,2009,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Delhi UT,2009,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Delhi UT,2009,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2009,Causing death by negligence,0,0,0,0,7,1,7,1,8
Delhi UT,2009,Other IPC Crimes,4,0,34,0,33,2,71,2,73
